Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,DaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
MN,Minnesota,Midwest,Pennington,14074,92.368988,1.299354,2.727925,0.617373,50905,76.2,81.4,6.1,26.5,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45,6258.45
MN,Minnesota,Midwest,Pine,29218,90.50084,1.936134,2.430252,0.433613,42157,76.4,80.7,8.8,31,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62,6617.62
MN,Minnesota,Midwest,Pipestone,9345,92.538558,0.541892,3.699458,0.71905,47164,77,82.2,8.1,27.5,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62,6765.62
MN,Minnesota,Midwest,Polk,31416,90.18038,0.78481,5.443038,0.664557,50175,75.9,81.2,7.5,31.3,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37,6253.37
MN,Minnesota,Midwest,Pope,10892,97.498863,0.318327,0.864029,0.354707,51343,78,83,6.7,29.6,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36,6448.36
MN,Minnesota,Midwest,Ramsey,520152,66.883061,10.780709,7.172656,11.606047,55070,77.4,82.2,8,25.1,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28,5735.28
MN,Minnesota,Midwest,Red Lake,4087,94.790902,0.171191,2.470042,0.097823,48188,75.9,81.2,7.7,30.7,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97,5419.97
MN,Minnesota,Midwest,Redwood,15847,87.919547,0.44212,2.086058,3.138427,49934,77.2,82.5,8.3,32.7,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91,5471.91
MN,Minnesota,Midwest,Renville,15369,91.233312,0.254291,6.649714,0.343293,54386,76.4,80.9,7.7,31.3,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46,7509.46
MN,Minnesota,Midwest,Rice,64854,85.070625,3.150822,7.985407,2.009604,60317,79.2,81.9,7.5,27,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02,4270.02
MN,Minnesota,Midwest,Rock,9553,95.375245,0.598741,2.033653,0.547125,55352,77,82.5,6.9,28.1,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73,6696.73
MN,Minnesota,Midwest,Roseau,15476,94.030328,0.236739,0.74221,2.463369,53838,77.3,82.2,6.7,33.2,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28,5157.28
MN,Minnesota,Midwest,St. Louis,200319,92.280223,1.342483,1.20314,0.879007,49714,76.4,81,6.8,25.5,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8,6478.8
MN,Minnesota,Midwest,Scott,135152,84.520658,2.538329,4.441691,5.620805,91688,79.5,83.3,5.1,24.6,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22,4033.22
MN,Minnesota,Midwest,Sherburne,89455,92.637205,1.857648,2.193245,1.272331,76512,78.8,81.9,5.5,27.3,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63,4481.63
MN,Minnesota,Midwest,Sibley,15123,90.864311,0.269276,7.211349,0.525417,59893,77.1,82.9,7.3,31.4,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58,4898.58
MN,Minnesota,Midwest,Stearns,151606,90.555091,3.050278,2.781429,1.957621,55832,79.7,84.1,6.5,27.2,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83,4331.83
MN,Minnesota,Midwest,Steele,36322,88.976378,2.742235,6.239064,0.760061,57850,78.4,83.2,5.4,28.3,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24,4622.24
MN,Minnesota,Midwest,Stevens,9663,91.826033,0.771129,3.464939,1.501131,55292,78,83,6.6,29.2,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67,6671.67
MN,Minnesota,Midwest,Swift,9594,94.766432,0.490647,3.577635,0.214658,51032,78.4,82.3,6.9,28,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56,5307.56
MN,Minnesota,Midwest,Todd,24509,92.596907,0.293232,5.17373,0.409721,43287,77.8,82.8,10,29.2,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36,5609.36
MN,Minnesota,Midwest,Traverse,3451,93.423272,0.337268,1.405284,0.112423,49536,77.6,82.3,7.9,29.9,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97,8402.97
MN,Minnesota,Midwest,Wabasha,21476,95.552685,0.369072,2.731131,0.429046,58752,78.9,82.9,6.1,30.3,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18,5298.18
MN,Minnesota,Midwest,Wadena,13767,95.802933,0.787402,1.271401,0.260059,41909,77.5,81.8,7.2,28.1,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85,6528.85
MN,Minnesota,Midwest,Waseca,19237,90.447324,1.938754,5.147366,0.663671,54183,79.4,82.9,6.1,30,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78,4133.78
MN,Minnesota,Midwest,Washington,244088,85.711946,3.517318,3.412756,5.048796,84113,79.5,82.9,4.3,25.7,4332,4332,4332,4332,4332,4332,4332,4332,4332,4332,4332,4332,4332,4332,4332,4332,4332,4332
MN,Minnesota,Midwest,Watonwan,11187,76.995808,0.660066,20.854518,0.767104,48658,76.5,82.5,11.9,30.2,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32,6744.32
MN,Minnesota,Midwest,Wilkin,6585,95.711679,0.197689,1.976886,0.273723,54536,78,82.9,6,29.8,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88,5747.88
MN,Minnesota,Midwest,Winona,51629,92.940285,1.247547,2.417365,2.131711,49365,77.8,81.6,6.8,27.1,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2,4812.2
MN,Minnesota,Midwest,Wright,127336,93.653569,1.031275,2.447474,1.170008,76489,78.6,81.8,5.1,28.4,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72,4541.72
MN,Minnesota,Midwest,Yellow Medicine,10158,91.789615,0.143706,3.803411,0.287411,51028,77.2,82.5,7,28.3,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88,3535.88
MS,Mississippi,Southeast,Adams,32122,38.656841,53.100907,6.656965,0.390129,32327,71.1,76.4,17.6,36.4,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86,11906.86
MS,Mississippi,Southeast,Alcorn,37164,84.499555,11.358178,2.725531,0.313031,35180,70.7,77.5,17.8,33.5,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3,10853.3
MS,Mississippi,Southeast,Amite,12957,57.238596,41.093595,0.837712,0.091387,30668,70.9,75.7,20.9,38.9,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16,9366.16
MS,Mississippi,Southeast,Attala,19157,55.540789,41.81149,1.650992,0.270906,32521,69,76.2,17.7,39.5,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09,11949.09
MS,Mississippi,Southeast,Benton,8730,59.903769,37.163478,1.695498,0.068736,30665,72.4,76.1,18.9,37.5,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81,11102.81
MS,Mississippi,Southeast,Bolivar,33904,32.921365,63.959584,1.871431,0.544736,29297,65,74.3,17.3,33.5,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86,14455.86
MS,Mississippi,Southeast,Calhoun,14843,65.840128,27.589894,5.380297,0.100254,33141,70.2,77.2,21.9,35.4,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28,11385.28
MS,Mississippi,Southeast,Carroll,10423,65.367557,32.499764,1.000283,0.179296,38219,71.5,77.8,19.8,31.6,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84,8239.84
MS,Mississippi,Southeast,Chickasaw,17416,53.208372,41.927323,3.697102,0.24724,31616,70.6,78.4,20,36.8,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64,9026.64
MS,Mississippi,Southeast,Choctaw,8346,67.895168,30.08073,0.889201,0.0936,34548,70.3,76.7,17.3,33.7,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08,12864.08
MS,Mississippi,Southeast,Claiborne,9349,14.08788,84.048313,0.770512,0.416493,26083,69.5,76.1,17.6,42.9,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16,12415.16
MS,Mississippi,Southeast,Clarke,16556,63.793928,34.359311,0.788907,0.173321,34910,71.8,76.8,17.4,35.6,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97,11369.97
MS,Mississippi,Southeast,Clay,20427,40.108559,58.044974,0.964428,0.218087,33939,71.5,78,17.9,38.4,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1,9307.1
MS,Mississippi,Southeast,Coahoma,25709,22.63011,75.324079,1.120416,0.43593,28647,66.9,74.6,16.7,45.5,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12,14788.12
MS,Mississippi,Southeast,Copiah,28955,45.498998,50.677442,2.624877,0.302217,35314,70.1,76.4,18.2,37.7,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85,11384.85
MS,Mississippi,Southeast,Covington,19607,62.356909,34.740392,1.885732,0.214636,31835,70.7,77.8,19.5,36.3,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67,10945.67
MS,Mississippi,Southeast,DeSoto,166234,70.419592,21.782055,5.014511,1.247116,58479,74.3,79.5,14.1,36.9,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37,7607.37
MS,Mississippi,Southeast,Forrest,76894,58.406064,35.97299,3.519097,0.659247,36808,71.2,76.8,17.5,34.2,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34,10499.34
MS,Mississippi,Southeast,Franklin,7918,64.424735,34.195615,0.57896,0.061592,36544,71.1,76.4,17.4,38.6,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9,10994.9
MS,Mississippi,Southeast,George,22930,88.621667,8.065373,2.006378,0.208167,44811,71,77,16.7,34.4,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71,10467.71
MS,Mississippi,Southeast,Greene,14311,71.965278,25.9375,0.923611,0.131944,39615,71.2,76.6,18.3,38.2,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94,8654.94
MS,Mississippi,Southeast,Grenada,21682,56.377248,41.56852,0.899297,0.273898,33650,70.5,77.5,16.9,39.5,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88,11770.88
MS,Mississippi,Southeast,Hancock,45255,86.307451,6.999932,3.291675,0.946983,46288,73.6,79.2,20,30.1,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73,9134.73
MS,Mississippi,Southeast,Harrison,194029,67.203442,21.899468,5.310922,2.810187,41010,72.8,77.9,18.3,33,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84,9155.84
MS,Mississippi,Southeast,Hinds,248643,27.971136,68.833806,1.479911,0.754632,38454,72.1,78.4,16.3,34.5,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83,10089.83
MS,Mississippi,Southeast,Holmes,18796,15.590166,82.951349,0.697989,0.156266,22640,67.9,74.6,18.4,46.6,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9,14553.9
MS,Mississippi,Southeast,Humphreys,9189,22.752,74.122667,2.154667,0.213333,25562,67.9,75.8,20.2,43.5,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78,14637.78
MS,Mississippi,Southeast,Issaquena,1386,34.28165,64.366999,0.56899,0.426743,37096,72.2,76.8,20.5,36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Mississippi,Southeast,Itawamba,23340,91.833682,5.922824,1.281996,0.222213,38366,71.3,77.2,17.4,32.9,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83,10935.83
MS,Mississippi,Southeast,Jackson,140298,69.93012,21.3134,4.566544,2.141507,48018,72.5,77.3,16.9,31.3,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95,9251.95
MS,Mississippi,Southeast,Jasper,16523,46.037979,52.420584,0.797093,0.093776,35019,72.4,77.1,18.3,39.1,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09,10206.09
MS,Mississippi,Southeast,Jefferson,7638,13.668134,85.438778,0.362413,0.025887,26408,69.5,76.1,17.9,44.2,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96,12830.96
MS,Mississippi,Southeast,Jefferson Davis,12032,38.455994,59.75014,0.808841,0.14415,28271,70.7,75,21.1,38.4,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16,11820.16
MS,Mississippi,Southeast,Jones,68641,65.571642,28.151887,4.721005,0.445684,37367,72.8,77.6,17.2,38.1,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69,10231.69
MS,Mississippi,Southeast,Kemper,10335,35.051645,59.994262,0.497322,0.095639,33015,71.3,76.8,22.1,37.7,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6,9015.6
MS,Mississippi,Southeast,Lafayette,49495,70.828494,23.558109,2.266056,2.118223,40797,72.9,79.6,16.8,34.6,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8,7707.8
MS,Mississippi,Southeast,Lamar,57786,75.99267,19.465306,2.165008,1.17683,51389,74.7,80.5,14.7,34.6,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15,6825.15
MS,Mississippi,Southeast,Lauderdale,80220,53.963943,42.558652,1.804114,0.708937,38869,71.9,77.8,16.6,34.2,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8,9802.8
MS,Mississippi,Southeast,Lawrence,12551,66.261892,30.636553,2.119267,0.25524,38471,70.7,75,17.3,38.6,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34,13881.34
MS,Mississippi,Southeast,Leake,23297,48.775467,40.411678,4.284814,0.205839,32239,69.7,76.3,22.2,38.9,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92,11746.92
MS,Mississippi,Southeast,Lee,85042,68.573152,27.135448,2.401399,0.618743,43374,71.2,77.1,16,31.6,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11,9655.11
MS,Mississippi,Southeast,Leflore,30948,24.538169,71.931182,2.2991,0.566265,26439,68.7,75.2,19.2,41.8,13033,13033,13033,13033,13033,13033,13033,13033,13033,13033,13033,13033,13033,13033,13033,13033,13033,13033
MS,Mississippi,Southeast,Lincoln,34900,67.974419,29.82592,0.946399,0.335542,36118,70.8,78,17,39.1,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03,10897.03
MS,Mississippi,Southeast,Lowndes,59670,53.274561,43.332943,1.528965,0.659094,39937,73.3,78.7,15.8,34.8,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18,9291.18
MS,Mississippi,Southeast,Madison,98468,55.971976,38.052372,2.947386,2.131235,66671,72.3,76.8,13,31.5,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34,8633.34
MS,Mississippi,Southeast,Marion,26442,65.198612,32.224601,1.240402,0.3101,33428,68.9,75.4,19,34.7,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55,13952.55
MS,Mississippi,Southeast,Marshall,36612,48.893496,46.761253,3.209132,0.199225,37554,70.3,76.4,19.1,39.4,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28,10768.28
MS,Mississippi,Southeast,Monroe,36421,67.174025,30.768607,0.959745,0.191949,36810,71.8,78.9,19.1,36.1,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83,8764.83
MS,Mississippi,Southeast,Montgomery,10614,52.805492,45.290618,0.887872,0.356979,31963,71.5,77.8,18.4,38.2,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72,14785.72
MS,Mississippi,Southeast,Neshoba,29785,59.97102,20.787842,1.580402,0.343712,37686,70.5,75.7,21.1,37,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63,12270.63
MS,Mississippi,Southeast,Newton,21601,62.610497,30.092081,1.321363,0.234807,35185,71,77.7,18.3,31.4,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74,10180.74
MS,Mississippi,Southeast,Noxubee,11218,26.964054,71.450845,0.796882,0.190559,28730,71.3,76.8,22.2,41.8,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03,9124.03
MS,Mississippi,Southeast,Oktibbeha,48192,58.36882,36.407879,1.432737,2.414466,34429,74.4,79,18.3,33.1,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77,8273.77
MS,Mississippi,Southeast,Panola,34473,48.926729,48.408102,1.423344,0.175757,34526,69.1,75.5,18,35.1,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78,11940.78
MS,Mississippi,Southeast,Pearl River,55295,82.227675,12.273883,2.930114,0.397607,38465,71.2,77.3,18,31.7,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91,10869.91
MS,Mississippi,Southeast,Perry,12086,77.665306,19.991837,0.971429,0.114286,32459,71.2,76.6,19.3,36.9,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73,13297.73
MS,Mississippi,Southeast,Pike,40100,45.945946,51.331551,1.210276,0.566776,30078,68.8,75,17.7,37.8,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24,13090.24
MS,Mississippi,Southeast,Pontotoc,30594,78.549254,13.672931,6.17218,0.186935,40198,73.5,79.4,18,33,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89,7622.89
MS,Mississippi,Southeast,Prentiss,25390,83.763254,13.771958,1.214591,0.130559,34794,71.7,77.8,18.3,31.2,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47,9867.47
MS,Mississippi,Southeast,Quitman,7798,28.809437,69.427216,0.668856,0.133771,26204,66.7,73.4,20.4,42.2,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4,17823.4
MS,Mississippi,Southeast,Rankin,145165,76.322758,18.725859,2.679763,1.111448,58368,74.6,80,12.2,31.3,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72,8003.72
