Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,% Fair/Poor health,POPMaleLifeEx,POPUninsured,POPobesity,POPYPLS,POPDaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
NY,New York,Northeast,Bronx,1408473,10.916766,30.083936,53.527451,3.417423,33687,75,81.2,13.9,28.9,7480.53,24.2,105635475,19577774.7,40704869.7,10536124531,34085046.6,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53,7480.53
NY,New York,Northeast,Broome,198060,86.278166,4.411765,3.378863,3.499003,46283,76.1,81,7.2,24.7,6605.77,13.3,15072366,1426032,4892082,1308338806,2634198,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77,6605.77
NY,New York,Northeast,Cattaraugus,79458,91.94691,1.202734,1.674614,0.652415,43892,74.9,79.1,9.5,28.4,6982.07,18.2,5951404.2,754851,2256607.2,554781318.1,1446135.6,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07,6982.07
NY,New York,Northeast,Cayuga,79552,91.342814,3.760028,2.36923,0.483593,52792,77,81.7,7.5,30.3,5968.18,11.4,6125504,596640,2410425.6,474780655.4,906892.8,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18,5968.18
NY,New York,Northeast,Chautauqua,133539,89.294689,2.048108,6.108743,0.501093,41757,75.5,80.7,7.9,29.8,6713.36,16,10082194.5,1054958.1,3979462.2,896495381,2136624,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36,6713.36
NY,New York,Northeast,Chemung,88911,87.406282,6.223123,2.521671,1.171901,48880,75.6,80.1,6.5,31.9,6651.13,19.3,6721671.6,577921.5,2836260.9,591358619.4,1715982.3,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13,6651.13
NY,New York,Northeast,Chenango,49933,95.617806,0.639895,1.840442,0.39622,46387,76.3,80,8.5,32.8,6482.99,10.3,3809887.9,424430.5,1637802.4,323715139.7,514309.9,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99,6482.99
NY,New York,Northeast,Clinton,81654,91.116306,3.595607,2.500974,1.083674,51576,76.5,81.3,8.1,29.6,5987.7,14.5,6246531,661397.4,2416958.4,488919655.8,1183983,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7,5987.7
NY,New York,Northeast,Columbia,62499,88.233802,4.26493,3.889312,1.581717,55047,76.3,80.9,8.9,25.3,6492.64,13.1,4768673.7,556241.1,1581224.7,405783507.4,818736.9,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64,6492.64
NY,New York,Northeast,Cortland,49474,93.748987,1.428977,2.217448,0.83509,48357,76.9,79.7,7.5,27.7,5957.38,17.3,3804550.6,371055,1370429.8,294735418.1,855900.2,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38,5957.38
NY,New York,Northeast,Delaware,47276,93.176323,1.440183,3.251355,0.756565,45860,76.4,80.6,9.6,25.8,6334.77,11.5,3611886.4,453849.6,1219720.8,299482586.5,543674,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77,6334.77
NY,New York,Northeast,Dutchess,297322,74.561663,9.208775,10.51034,3.472409,70925,77.9,81.8,8.2,24.9,5265.93,12,23161383.8,2438040.4,7403317.8,1565676839,3567864,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93,5265.93
NY,New York,Northeast,Erie,919086,77.706737,13.047963,4.540716,2.570182,50134,75.7,80.3,6.9,26.5,7006.43,13.4,69574810.2,6341693.4,24355779,6439511723,12315752.4,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43,7006.43
NY,New York,Northeast,Essex,38961,92.933706,2.494285,2.522225,0.660401,50182,77.3,81.1,8.8,28.5,5401.35,8.2,3011685.3,342856.8,1110388.5,210441997.4,319480.2,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35,5401.35
NY,New York,Northeast,Franklin,51795,82.63726,5.492355,2.918661,0.416675,45704,77,79.8,10.8,29.8,6242.81,15.2,3988215,559386,1543491,323346344,787284,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81,6242.81
NY,New York,Northeast,Fulton,54925,93.839477,1.766581,2.274405,0.576255,45409,76.1,80.6,9,28.7,6107.09,18.1,4179792.5,494325,1576347.5,335431918.3,994142.5,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09,6107.09
NY,New York,Northeast,Genesee,59977,91.529486,2.481732,2.689792,0.590889,52410,75.7,81,8,29.5,6197.53,12,4540258.9,479816,1769321.5,371709256.8,719724,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53,6197.53
NY,New York,Northeast,Greene,48673,87.070559,5.294488,4.914569,0.776092,52597,75.2,80.5,8.9,29.6,6913.83,10.9,3660209.6,433189.7,1440720.8,336516847.6,530535.7,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83,6913.83
NY,New York,Northeast,Hamilton,4778,96.443342,0.682382,1.054591,0.496278,49137,77.3,81.1,9.7,28,7589.73,0,369339.4,46346.6,133784,36263729.94,0,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73,7589.73
NY,New York,Northeast,Herkimer,64508,95.615245,0.991956,1.611928,0.503728,44148,77.2,81.2,8.3,29.8,6411.37,14.2,4980017.6,535416.4,1922338.4,413584656,916013.6,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37,6411.37
NY,New York,Northeast,Jefferson,120262,85.76345,4.710528,5.285256,1.259582,49781,75.5,80.1,8.2,27.4,6167.1,14.1,9079781,986148.4,3295178.8,741667780.2,1695694.2,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1,6167.1
NY,New York,Northeast,Kings,2565635,35.665189,31.902663,19.814149,10.385635,47547,77.3,82.4,12.4,22.3,6283.82,18.4,198323585.5,31813874,57213660.5,16121988526,47207684,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82,6283.82
NY,New York,Northeast,Lewis,27224,96.817662,0.627607,1.317975,0.26581,47542,76,81.7,9.4,27.2,5708.95,16.7,2069024,255905.6,740492.8,155420454.8,454640.8,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95,5708.95
NY,New York,Northeast,Livingston,64810,92.205588,2.280061,2.755647,1.192788,49920,77.6,81.5,6.9,29.9,4700.65,10.1,5029256,447189,1937819,304649126.5,654581,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65,4700.65
NY,New York,Northeast,Madison,72382,93.837314,1.71564,1.79189,0.784292,51600,77.8,81.3,7.2,29.4,5249.63,14.9,5631319.6,521150.4,2128030.8,379978718.7,1078491.8,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63,5249.63
NY,New York,Northeast,Monroe,747813,72.820363,14.435261,7.255382,3.227406,51371,77.6,81.6,7,27.2,5787.13,16.6,58030288.8,5234691,20340513.6,4327691047,12413695.8,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13,5787.13
NY,New York,Northeast,Montgomery,49941,85.0913,1.41779,11.258687,0.708895,40923,76.1,79.8,8.3,25.1,6935.97,12.2,3800510.1,414510.3,1253519.1,346389277.8,609280.2,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97,6935.97
NY,New York,Northeast,Nassau,1349233,65.493695,10.548833,14.583825,7.581603,98312,79.6,83.6,7.2,22.7,4606.99,11.4,107398946.8,9714477.6,30627589.1,6215902939,15381256.2,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99,4606.99
NY,New York,Northeast,New York,1619090,48.017275,12.948073,25.448255,11.200392,75459,79.3,84.1,8.9,14.7,4896.2,15.5,128393837,14409901,23800623,7927388458,25095895,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2,4896.2
NY,New York,Northeast,Niagara,215124,87.267461,6.7035,2.16844,0.834762,49274,75.5,79.6,7.2,30.2,7227.54,14.4,16241862,1548892.8,6496744.8,1554817315,3097785.6,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54,7227.54
NY,New York,Northeast,Oneida,233556,84.832977,5.825152,4.606221,2.776761,48350,76.1,80.9,7.8,30.4,6541.85,13.9,17773611.6,1821736.8,7100102.4,1527888319,3246428.4,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85,6541.85
NY,New York,Northeast,Onondaga,466852,79.233276,10.426828,4.031681,3.076916,52892,76.9,81.8,7.2,27.8,5944.64,13.1,35900918.8,3361334.4,12978485.6,2775267073,6115761.2,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64,5944.64
NY,New York,Northeast,Ontario,108519,91.835525,2.062429,3.408659,1.029361,58473,76.8,81.9,7.2,29.5,5719.04,7.6,8334259.2,781336.8,3201310.5,620624501.8,824744.4,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04,5719.04
NY,New York,Northeast,Orange,374512,68.200143,9.091689,18.021099,2.329586,69228,77.6,81,8.2,26.1,5774.42,16.9,29062131.2,3070998.4,9774763.2,2162589583,6329252.8,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42,5774.42
NY,New York,Northeast,Orleans,42836,87.815685,5.522002,4.097195,0.403423,46577,76.1,80.4,9.3,30.6,6393.7,19.1,3259819.6,398374.8,1310781.6,273880533.2,818167.6,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7,6393.7
NY,New York,Northeast,Oswego,121700,95.071616,0.705927,2.089936,0.580629,46926,75.9,80,8.2,29.3,6209.35,16.4,9237030,997940,3565810,755677895,1995880,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35,6209.35
NY,New York,Northeast,Otsego,61709,92.731974,1.538733,3.085498,1.060088,43104,76.8,81.3,9,25.5,5702.72,14,4739251.2,555381,1573579.5,351909148.5,863926,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72,5702.72
NY,New York,Northeast,Putnam,99607,82.949554,2.052954,11.694915,1.837328,94334,78.7,82.4,7.3,27.2,4490.95,6.3,7839070.9,727131.1,2709310.4,447330056.7,627524.1,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95,4490.95
NY,New York,Northeast,Queens,2272771,27.646968,17.746765,27.513514,22.787869,56866,79,83.8,15.9,23.8,4821.96,17.7,179548909,36137058.9,54091949.8,10959210851,40228046.7,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96,4821.96
NY,New York,Northeast,Rensselaer,159835,85.652548,6.016471,3.81361,2.17589,59925,76.5,79.9,6.7,23.6,5984.42,16.5,12227377.5,1070894.5,3772106,956519770.7,2637277.5,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42,5984.42
NY,New York,Northeast,Richmond,470728,64.038786,9.453843,17.291618,7.402342,70299,77.3,81.6,7.9,26.3,5746.3,11.5,36387274.4,3718751.2,12380146.4,2704944306,5413372,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3,5746.3
NY,New York,Northeast,Rockland,317757,65.3444,11.108259,15.651278,6.127622,83162,79.6,83.4,8.9,20.9,4328.86,11.9,25293457.2,2828037.3,6641121.3,1375525567,3781308.3,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86,4328.86
NY,New York,Northeast,St. Lawrence,112232,92.852676,2.017973,1.91703,0.959408,43518,75.5,79.6,8.9,28.6,6678.31,18.9,8473516,998864.8,3209835.2,749520087.9,2121184.8,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31,6678.31
NY,New York,Northeast,Saratoga,222133,92.732472,1.390211,2.40384,1.766792,71885,78.7,82.4,5.4,25.6,4858.18,12.1,17481867.1,1199518.2,5686604.8,1079162098,2687809.3,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18,4858.18
NY,New York,Northeast,Schenectady,155124,77.17399,8.743141,5.704887,3.177855,56508,76.9,81.6,7.7,26,5906.7,15.4,11929035.6,1194454.8,4033224,916270930.8,2388909.6,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7,5906.7
NY,New York,Northeast,Schoharie,32099,93.871569,1.20309,2.82146,0.662616,48718,77.4,81.8,8.3,26.9,5429.57,9.5,2484462.6,266421.7,863463.1,174283767.4,304940.5,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57,5429.57
NY,New York,Northeast,Schuyler,18514,96.200185,0.779589,1.275691,0.278035,48135,76.4,79.1,7.4,30,6024.55,15,1414469.6,137003.6,555420,111538518.7,277710,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55,6024.55
NY,New York,Northeast,Seneca,35305,90.77473,4.292077,2.700633,0.675158,49809,76.8,80.7,9,30.7,5680.68,23.7,2711424,317745,1083863.5,200556407.4,836728.5,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68,5680.68
NY,New York,Northeast,Steuben,99063,94.42974,1.502172,1.384988,1.162744,46849,75.9,80.5,8.2,29.5,6254.6,15.1,7518881.7,812316.6,2922358.5,619599439.8,1495851.3,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6,6254.6
NY,New York,Northeast,Suffolk,1499273,71.565808,6.838116,16.489035,3.367931,85886,78,82.3,8.7,22.8,5300.5,11.4,116943294,13043675.1,34183424.4,7946896537,17091712.2,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5,5300.5
NY,New York,Northeast,Sullivan,76793,74.509652,8.187293,13.609811,1.332095,48908,75,79.1,10.7,30.7,7798.84,15.3,5759475,821685.1,2357545.1,598896320.1,1174932.9,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84,7798.84
NY,New York,Northeast,Tioga,50478,96.0489,0.682641,1.357457,0.725672,52195,77.6,82.2,6.8,31.5,4921.95,14.4,3917092.8,343250.4,1590057,248450192.1,726883.2,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95,4921.95
NY,New York,Northeast,Tompkins,102554,80.235123,3.714899,4.198338,8.546335,51880,78.8,82.2,8.1,23.7,4130.27,11.9,8081255.2,830687.4,2430529.8,423575709.6,1220392.6,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27,4130.27
NY,New York,Northeast,Ulster,181791,81.701216,5.469799,8.717595,1.676777,56718,77.1,81.2,9.2,28.1,6159.31,12.1,14016086.1,1672477.2,5108327.1,1119707124,2199671.1,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31,6159.31
NY,New York,Northeast,Warren,65538,95.248604,0.846181,1.792807,0.683337,54585,77.6,82,7.3,26,5477.09,12.9,5085748.8,478427.4,1703988,358957524.4,845440.2,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09,5477.09
NY,New York,Northeast,Washington,62934,93.324475,2.742976,2.287396,0.411288,47547,77.2,80.4,8.7,29.8,6002.98,16.3,4858504.8,547525.8,1875433.2,377791543.3,1025824.2,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98,6002.98
NY,New York,Northeast,Wayne,92962,90.984516,2.92518,3.706863,0.495884,49191,76.8,80.6,7.8,29.4,6047.12,20.6,7139481.6,725103.6,2733082.8,562152369.4,1915017.2,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12,6047.12
NY,New York,Northeast,Westchester,961670,57.375992,13.33719,21.813209,5.386398,83152,79.8,84.1,10.3,19.6,4441.41,11.5,76741266,9905201,18848732,4271170755,11059205,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41,4441.41
NY,New York,Northeast,Wyoming,41892,90.24315,5.297118,2.951014,0.370063,53783,76.8,80.2,7.3,26.3,5531.82,14.1,3217305.6,305811.6,1101759.6,231739003.4,590677.2,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82,5531.82
NY,New York,Northeast,Yates,25344,96.145653,0.773237,1.660881,0.378728,48368,77.1,80.5,12.5,25.3,5484.7,0,1954022.4,316800,641203.2,139004236.8,0,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7,5484.7
NC,North Carolina,Southeast,Alamance,153920,67.304524,18.517048,11.009654,1.19499,41296,74.6,80.2,16.5,33.7,7122.99,19.2,11482432,2539680,5187104,1096370621,2955264,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99,7122.99
NC,North Carolina,Southeast,Alexander,36853,87.829991,5.443841,4.303995,0.959729,43043,73.8,79.3,16.2,33,7974.44,17.8,2719751.4,597018.6,1216149,293882037.3,655983.4,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44,7974.44
NC,North Carolina,Southeast,Alleghany,10927,88.408785,1.19229,9.000448,0.475123,35266,74,80.5,21,25.7,8817.44,23.4,808598,229467,280823.9,96348166.88,255691.8,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44,8817.44
NC,North Carolina,Southeast,Anson,26351,45.806739,48.382069,3.013211,1.042749,32508,71.3,77.2,16.7,34.5,10219.58,19.1,1878826.3,440061.7,909109.5,269296152.6,503304.1,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58,10219.58
NC,North Carolina,Southeast,Ashe,27097,93.178403,0.542502,4.805542,0.384883,36488,74,80.5,19.8,26.4,7520.52,22.5,2005178,536520.6,715360.8,203783530.4,609682.5,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52,7520.52
NC,North Carolina,Southeast,Avery,17635,90.065741,3.966961,4.478283,0.31466,37131,74.7,79.2,20.7,25.9,6811.57,21.6,1317334.5,365044.5,456746.5,120122037,380916,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57,6811.57
NC,North Carolina,Southeast,Beaufort,47507,66.385393,25.346008,6.629117,0.330828,40357,73.4,78.4,15.6,32.9,9399.63,19.4,3487013.8,741109.2,1562980.3,446548222.4,921635.8,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63,9399.63
NC,North Carolina,Southeast,Bertie,20653,34.738276,62.268584,1.254581,0.483977,31217,70.7,78.3,14.4,35.5,11206.69,27.5,1460167.1,297403.2,733181.5,231451768.6,567957.5,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69,11206.69
NC,North Carolina,Southeast,Bladen,34915,54.680307,34.674623,7.109974,0.190395,33521,70.9,76.6,18.6,34.8,11030.33,27.1,2475473.5,649419,1215042,385123972,946196.5,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33,11030.33
NC,North Carolina,Southeast,Brunswick,112257,80.812801,11.28166,5.165176,0.521265,47387,75,80,17.4,28.6,8348.51,17.5,8419275,1953271.8,3210550.2,937178687.1,1964497.5,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51,8348.51
NC,North Carolina,Southeast,Buncombe,244490,84.442216,6.285299,5.981084,1.002023,47296,75.9,80.3,15,22.8,7026.45,13.9,18556791,3667350,5574372,1717896761,3398411,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45,7026.45
NC,North Carolina,Southeast,Burke,90505,83.016543,6.54809,5.097237,3.479189,39275,73,78.2,17.2,31.5,9239.84,22.1,6606865,1556686,2850907.5,836251719.2,2000160.5,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84,9239.84
NC,North Carolina,Southeast,Cabarrus,184498,71.639393,14.976603,9.419081,1.9437,55250,75,79.8,13.4,27.8,6555.91,15.5,13837350,2472273.2,5129044.4,1209552283,2859719,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91,6555.91
NC,North Carolina,Southeast,Caldwell,81930,88.601573,4.847704,4.571897,0.507052,38653,72.5,78.3,17,31,8965.99,21.1,5939925,1392810,2539830,734583560.7,1728723,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99,8965.99
NC,North Carolina,Southeast,Camden,10090,81.192385,13.016032,2.154309,1.452906,61730,74.3,78.6,13.3,32.3,5064.06,20.3,749687,134197,325907,51096365.4,204827,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06,5064.06
NC,North Carolina,Southeast,Carteret,67632,87.410673,5.99678,3.371496,0.866569,48824,74.5,79.4,16.3,26.2,8071.87,17.6,5038584,1102401.6,1771958.4,545916711.8,1190323.2,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87,8071.87
NC,North Carolina,Southeast,Caswell,23217,61.187234,33.69029,3.136726,0.252962,42730,73.4,78.6,15.8,35.8,7737.99,20.5,1704127.8,366828.6,831168.6,179652913.8,475948.5,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99,7737.99
NC,North Carolina,Southeast,Catawba,154339,77.992718,8.329338,8.442711,3.440703,45080,73.5,78.4,15.4,30.8,8388.39,18.2,11343916.5,2376820.6,4753641.2,1294655724,2808969.8,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39,8388.39
NC,North Carolina,Southeast,Chatham,65976,71.151878,13.025746,12.95646,1.092827,56797,77.2,82.4,15.7,27,5966.74,19.4,5093347.2,1035823.2,1781352,393661638.2,1279934.4,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74,5966.74
